# Pathway	231	216	237	241	206	240	227	236	210	242	207	215	221	222	229	239	218	208	224	228	233	235	217	212	211	205	245	232	220	214	219	223	202	238	203	234
4AMINOBUTMETAB-PWY|unclassified	0	0	0	0.130064247	0	0.028137635	0	0	0	0	0	0	0	0	0	0	0	0.046931389	0	0.563601053	0	0	0	0	0	0	0	0	0	0	0	0	0.036988839	0	0	0
4TOLCARBDEG-PWY	0.360750361	50.8223334	7.333608827	2.159501034	0	16.55278143	0	0.006623065	0.483687864	0.857272517	0.047494256	8.41479271	0.037991384	5.252755231	0.041119992	135.5556192	0.093759539	61.37152018	0.463493374	17.68370959	0	0.84322613	0	0.037510496	138.3701818	0	0.727345633	0.721500722	0.752868045	0.360750361	0.360750361	0	0.432403498	0.456153385	0	0
4TOLCARBDEG-PWY|g__Anaerococcus.s__Anaerococcus_tetradius	0	0	0	0	0	0.865800866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4TOLCARBDEG-PWY|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312989045	0	0
4TOLCARBDEG-PWY|g__Gardnerella.s__Gardnerella_vaginalis	0.360750361	50.59090338	7.222103943	0	0	14.17445265	0	0	0.360750361	0	0	7.947153029	0	5.200272103	0	133.3847271	0	59.70344458	0.360750361	3.253849975	0	0.721500722	0	0	136.5681425	0	0	0.721500722	0.360750361	0.360750361	0.360750361	0	0.360750361	0	0	0
4TOLCARBDEG-PWY|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0.346140533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4TOLCARBDEG-PWY|g__Prevotella.s__Prevotella_amnii	0	0	0	0	0	0.521648409	0	0	0	0	0	0	0	0	0	0	0	0	0	3.521126761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4TOLCARBDEG-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4TOLCARBDEG-PWY|unclassified	0	0.231430012	0.111504884	2.159501034	0	0.990879508	0	0.006623065	0.122937503	0.511131984	0.047494256	0.467639681	0.037991384	0.052483127	0.041119992	2.170892098	0.093759539	1.668075596	0.102743014	10.90873285	0	0.121725409	0	0.037510496	1.802039317	0	0.727345633	0	0.392117684	0	0	0	0.071653137	0.143164339	0	0
7ALPHADEHYDROX-PWY	0.541125541	82.03141915	11.00041324	3.205464801	0	24.73200315	0	0.009934597	0.725531796	1.285908775	0.071241383	12.98042661	0.056987076	7.879132846	0.061679989	214.8921645	0.140639309	93.29865958	0.695240062	46.18718193	0	1.264839195	0	0.056265744	219.8006434	0	1.072271737	1.082251082	0.773176711	0.541125541	1.075313575	0	0.648605247	0.684230077	0	0
7ALPHADEHYDROX-PWY|g__Anaerococcus.s__Anaerococcus_tetradius	0	0	0	0	0	1.298701299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469483568	0	0
7ALPHADEHYDROX-PWY|g__Gardnerella.s__Gardnerella_vaginalis	0.541125541	75.88635507	10.83315592	0	0	21.26167897	0	0	0.541125541	0	0	11.92072954	0	7.800408155	0	200.0770906	0	89.55516687	0.541125541	4.880774963	0	1.082251082	0	0	204.8522137	0	0	1.082251082	0.541125541	0.541125541	0.541125541	0	0.541125541	0	0	0
7ALPHADEHYDROX-PWY|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0.5192108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY|g__Megasphaera.s__Megasphaera_genomosp_type_1	0	5.832031738	0	0	0	0	0	0	0	0	0	0.358237548	0	0	0	11.54749724	0	1.24137931	0	19.96168582	0	0	0	0	12.22988506	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY|g__Prevotella.s__Prevotella_amnii	0	0	0	0	0	0.782472614	0	0	0	0	0	0	0	0	0	0	0	0	0	5.281690141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY|unclassified	0	0.313032338	0.167257326	3.205464801	0	1.38915026	0	0.009934597	0.184406255	0.766697976	0.071241383	0.701459522	0.056987076	0.078724691	0.061679989	3.278815089	0.140639309	2.502113394	0.154114521	16.10825488	0	0.182588113	0	0.056265744	2.734030241	0	1.072271737	0	0.23205117	0	0.534188034	0	0.107479706	0.214746509	0	0
ACETATEUTIL-PWY	6.465876045	124.6495427	27.77912653	19.04223471	0	45.48197907	30.72404413	33.62958351	25.30925692	27.51316778	13.62977331	12.96580369	15.53394297	18.56187231	20.09458078	260.6404769	8.251146434	109.8433626	0	224.4404516	0	0	0	0	247.2831715	0	11.49539877	7.308239099	6.199262564	11.03130786	33.44353555	28.15872973	25.57333177	16.26109615	0	4.602240907
ACETATEUTIL-PWY|g__Anaerococcus.s__Anaerococcus_tetradius	0	0	0	0	0	1.329630881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACETATEUTIL-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	0.935335654	10.53846194	0	0	0	0	0	0	0	1.446583098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACETATEUTIL-PWY|g__Prevotella.s__Prevotella_amnii	0	0	0	0	0	5.752097365	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02800425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACETATEUTIL-PWY|g__Prevotella.s__Prevotella_timonensis	0	0	0	0	0	0.903996101	0	0	0	0	0	0	0	0	0	7.759494865	0	5.494639376	0	5.306544142	0	0	0	0	8.070126572	0	0	0	0	0	0	0	0	0	0	0
ACETATEUTIL-PWY|unclassified	0	3.117973301	0	0.412198913	0	3.925571716	0	0	0	0.342749114	1.003510688	0.39690607	0	0	0	14.44029959	0	3.780249999	0	48.21998136	0	0	0	0	20.84617425	0	0	0	0	0	0	0.574311556	0.667069879	0	0	0
ACETOACETATE-DEG-PWY	0	23.32812695	0	0.186147948	0	0.846023689	0	0	1.119307643	0.199806483	0	1.432950192	0	0.247845418	0	46.18998897	0	4.965517241	0.251838976	79.8467433	0	0	0	0	48.91954023	0	0	0	0	0	0	0	0	0	0	0
ACETOACETATE-DEG-PWY|g__Anaerococcus.s__Anaerococcus_tetradius	0	0	0	0	0	0.846023689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACETOACETATE-DEG-PWY|g__Megasphaera.s__Megasphaera_genomosp_type_1	0	23.32812695	0	0	0	0	0	0	0	0	0	1.432950192	0	0	0	46.18998897	0	4.965517241	0	79.8467433	0	0	0	0	48.91954023	0	0	0	0	0	0	0	0	0	0	0
ACETOACETATE-DEG-PWY|unclassified	0	0	0	0.186147948	0	0	0	0	1.119307643	0.199806483	0	0	0	0.247845418	0	1.773810481	0	0.299089434	0.251838976	13.08590037	0	0	0	0	0.896262354	0	0	0	0	0	0	0	0	0	0	0
ALACAT2-PWY	12.5812956	21.24073109	23.57821189	56.41710651	0	4.564813335	0	9.614293998	34.15965904	10.55286826	0	0	0	9.818270942	0	33.98940434	0	13.02258493	0	59.57298849	0	0	37.39654885	0	26.22168709	0	0	0	0	19.09687728	0	0	14.43900373	0.406971347	0	0
ALACAT2-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	1.72687831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALACAT2-PWY|unclassified	0	2.458010432	0.528565871	1.022192175	0	0.373224451	0	0	0.629087052	0	0	0	0	1.151180126	0	2.961343074	0	2.686382051	0	23.28844827	0	0	0.888476683	0	2.851241291	0	0	0	0	0.827419623	0	0	0	0	0	0
ALADEG-PWY	9.75177305	16.19222469	23.76810669	63.66047745	70.05720138	5.752170648	75.60738492	16.39961242	61.89918543	63.86123917	47.31840966	5.399984289	49.51370469	16.01122129	44.34798153	56.345964	19.45886713	8.003067127	36.25580827	56.91809687	0	93.73059992	60.12378426	13.29552082	28.0639017	44.89336193	43.43971631	15.95854361	17.77036728	18.61696517	90.32676788	74.46808511	63.33008823	29.25531915	0	4.432624114
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_crispatus	0	2.652519894	0	63.66047745	0	0	71.61803714	0	59.23961096	11.93633952	43.76657825	0	49.51370469	0	0	0	16.79929266	1.768346596	34.48275862	0	0	90.62776304	60.12378426	0.884173298	0	44.2086649	0	0	1.768346596	0	37.13527851	0	21.22015915	0	0	0
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	0	11.49425287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_iners	0	0	0	0	46.43363045	3.546099291	0	0	0	46.9858156	0	4.432624114	0	0	42.55319149	48.76994187	2.659574468	1.773049645	0	31.91489362	0	0	0	11.5248227	21.27659574	0	31.91489362	12.85570673	8.808219076	0	49.64539007	72.69503546	40.33687943	29.25531915	0	0
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_jensenii	9.75177305	0	23.04964539	0	0	0	3.989347784	16.39961242	2.659574468	1.773049645	1.773049645	0	0	15.07087212	0.886524823	0	0	0	1.773049645	0	0	3.102836879	0	0.886524823	0	0	11.5248227	3.102836879	0.886524823	18.61696517	3.546099291	1.773049645	1.773049645	0	0	4.432624114
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_sp_7_1_47FAA	0	0	0	0	22.71530572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.376178087	0	0	0	0	0	0	0
ALADEG-PWY|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	1.19466333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALADEG-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALADEG-PWY|unclassified	0	2.045451918	0.718461302	0	0.908265213	2.206071357	0	0	0	1.971371068	1.778781768	0.967360176	0	0.940349168	0.908265213	7.576022134	0	4.461670886	0	25.00320325	0	0	0	0	6.787305954	0.684697036	0	0	0.931098697	0	0	0	0	0	0	0
ALANINE-DEG3-PWY	0	1.885717834	0.130837885	0	0	0.373673978	0	2.262520132	0	0	0	0	0	1.485581072	0	4.287453135	0	4.362663093	0	9.520191315	0	0	0	0	3.889012421	0	0	0	0	0.273742154	0	0	0	0.639795266	0	0
ALANINE-DEG3-PWY|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639795266	0	0
ALANINE-DEG3-PWY|unclassified	0	1.885717834	0.130837885	0	0	0.373673978	0	2.262520132	0	0	0	0	0	1.485581072	0	4.287453135	0	4.362663093	0	9.520191315	0	0	0	0	3.889012421	0	0	0	0	0.273742154	0	0	0	0	0	0
ALANINE-SYN2-PWY	0	1.885717834	0.130837885	0	0	0.373673978	0	2.262520132	0	0	0	0	0	1.485581072	0	4.287453135	0	4.362663093	0	9.520191315	0	0	0	0	3.889012421	0	0	0	0	0.273742154	0	0	0	0.639795266	0	0
ALANINE-SYN2-PWY|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639795266	0	0
ALANINE-SYN2-PWY|unclassified	0	1.885717834	0.130837885	0	0	0.373673978	0	2.262520132	0	0	0	0	0	1.485581072	0	4.287453135	0	4.362663093	0	9.520191315	0	0	0	0	3.889012421	0	0	0	0	0.273742154	0	0	0	0	0	0
ALANINE-VALINESYN-PWY	4.875886525	10.06591092	11.88405335	32.731941	35.02860069	4.281040254	0	8.199806209	30.94959272	33.88019234	23.65920483	0	24.75685234	8.005610644	22.17399076	28.3811686	9.729433565	0	18.12790413	43.98954938	0	46.86529996	0	6.647760408	16.16825971	0	22.17275671	7.979271805	0	9.308482587	0	37.23404255	0	14.78302051	0	2.216312057
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_crispatus	0	1.326259947	0	31.83023873	0	0	0	0	29.61980548	5.968169761	21.88328912	0	24.75685234	0	0	0	8.399646331	0	17.24137931	0	0	45.31388152	0	0.442086649	0	0	0	0	0	0	0	0	0	0	0	0
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	0	5.747126437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_iners	0	0	0	0	23.21681522	1.773049645	0	0	0	23.4929078	0	0	0	0	21.27659574	24.38497094	1.329787234	0	0	15.95744681	0	0	0	5.762411348	10.63829787	0	15.95744681	6.427853365	0	0	0	36.34751773	0	14.62765957	0	0
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_jensenii	4.875886525	0	11.5248227	0	0	0	0	8.199806209	1.329787234	0.886524823	0.886524823	0	0	7.53543606	0.443262411	0	0	0	0.886524823	0	0	1.55141844	0	0.443262411	0	0	5.762411348	1.55141844	0	9.308482587	0	0.886524823	0	0	0	2.216312057
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_sp_7_1_47FAA	0	0	0	0	11.35765286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALANINE-VALINESYN-PWY|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0.597331665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALANINE-VALINESYN-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALANINE-VALINESYN-PWY|unclassified	0	2.992524536	0.359230651	0	0.454132607	1.566371023	0	0	0	1.262916782	0.889390884	0	0	0.470174584	0.454132607	3.996197661	0	0	0	28.03210257	0	0	0	0	5.529961841	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY	1.143476236	41.34043456	10.37843695	6.411621928	5.684937571	19.21431255	4.888564362	18.62702485	6.238657003	5.255285022	0	4.955009218	3.319795194	7.777334186	4.418055381	94.87384055	1.516546655	51.77984111	3.147308628	62.20144509	0	8.277989298	6.696869426	1.917066001	96.79676422	4.506503636	2.017862265	1.482617609	1.150859661	3.368127347	6.735149244	4.504107372	4.366320364	2.048716232	0	0.930969021
ALL-CHORISMATE-PWY|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166869837	0	0
ALL-CHORISMATE-PWY|g__Gardnerella.s__Gardnerella_vaginalis	0	37.22731213	5.793146098	0	0	15.75600198	0.099029511	16.64936825	0.121411887	0	0	4.50358097	0	6.27828254	0.164740976	85.12576713	0	49.3226069	0.249893711	31.2761001	0	0.526136817	0	0.120547973	88.93111044	0	0	0.295314765	0.353089875	0.482711018	0	0.778083274	0.609734902	0	0	0
ALL-CHORISMATE-PWY|g__Lactobacillus.s__Lactobacillus_crispatus	0	0.212236323	0	5.32839556	0	0	4.46686298	0	6.068519957	0.483826873	0	0	3.282510656	0	0	0	1.422702812	0	2.576512993	0	0	7.385325345	6.327168209	0	0	4.207862721	0	0	0.526993583	0	2.429926041	0	1.971279749	0	0	0
ALL-CHORISMATE-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	0.151570695	1.119351544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Lactobacillus.s__Lactobacillus_jensenii	0.907270391	0	4.326566827	0	0	0	0	1.573407823	0	0.416812917	0	0	0	1.483220233	0	0	0	0	0	0	0	0.277875278	0	0	0	0	0.784875785	0	0	2.715377715	0.229125229	0.229125229	0.138937639	0	0	0.694688195
ALL-CHORISMATE-PWY|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096817406	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Prevotella.s__Prevotella_amnii	0	0	0	0	0	0.907974247	0	0	0	0	0	0	0	0	0	0	0	0	0	1.894550636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Prevotella.s__Prevotella_bivia	0	0	0	0	0	0.451650416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Prevotella.s__Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.481514392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Prevotella.s__Prevotella_timonensis	0	0	0	0	0	0.44961987	0	0	0	0	0	0	0	0	0	1.960840719	0	1.040471201	0	0	0	0	0	0	1.580953342	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0.871817009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY|unclassified	0	2.178081826	0.258724029	1.083226368	0.092096407	1.105089073	0	0.246867591	0	0.499979603	0	0.171786189	0.037284538	0	0	2.993403642	0	0.909331493	0.320901924	22.13059691	0	0	0.240784422	0.028164237	2.880650665	0.170264926	0.065530787	0	0.084348164	0.128772489	0.139798746	0	0.154943765	0.203994046	0	0.044909937
ALLANTOINDEG-PWY	0	0	0	0.105227893	0.010845583	15.50358178	0	0	0	0	0	5.083514887	0	0	0	0	0	0	0	56.17413065	0	0	0	0	0	0	0	0	0	0	0	0	0.242072138	0	0	0
ALLANTOINDEG-PWY|g__Gardnerella.s__Gardnerella_vaginalis	0	0	0	0	0	15.00847252	0	0	0	0	0	5.083514887	0	0	0	0	0	0	0	51.00425743	0	0	0	0	0	0	0	0	0	0	0	0	0.242072138	0	0	0
ALLANTOINDEG-PWY|unclassified	0	0	0	0.105227893	0.010845583	0.495109258	0	0	0	0	0	0	0	0	0	0	0	0	0	5.169873226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMASSIM-PWY	11.0757059	496.1299289	72.2462258	55.77317175	50.07473842	137.5749149	76.17205408	171.0665861	43.34828102	56.55575361	26.15844544	65.06956297	33.632287	81.3702051	43.19381122	1007.402457	14.09300681	523.3757213	31.86859204	480.1455647	0	93.20005211	58.29596413	19.32900818	1045.571325	37.68960167	23.82894909	16.63735657	14.08465588	39.87574832	90.43516233	46.93131187	55.57619693	21.76336384	0	8.179218565
AMMASSIM-PWY|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMASSIM-PWY|g__Gardnerella.s__Gardnerella_vaginalis	2.139172604	477.1127077	48.10514005	0	0	129.6865023	0.04705395	155.1021632	2.242152466	2.139172604	0	59.8806354	0	65.33369521	2.087682672	948.7154142	0	508.2016193	5.025729363	371.5256957	0	5.077219294	0	1.391788448	979.487978	0.110464285	0	4.38132507	0.695894224	12.88652555	0	5.077219294	7.149325563	0	0	0.747384156
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_coleohominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754147813	0	0	0
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_crispatus	0	1.494768311	0	55.3064275	0	0	74.73841555	0	41.10612855	9.715994021	25.41106129	0	33.632287	0	0	0	11.95814649	0.747384156	23.91629297	0	0	86.69656203	58.29596413	1.494768311	0	36.62182362	0	0	0.747384156	0	34.37967115	0	10.46337818	0	0	0
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_gasseri	1.494768311	11.95814649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_iners	0	0	0	0	19.33026409	2.242152466	0	0	0	41.85351271	0	3.736920777	0	0	40.35874439	36.62182362	1.494768311	0	0	29.14798206	0	0	0	13.4529148	32.13751868	0	14.20029895	9.715994021	3.969696921	0	52.31689088	41.59547025	35.12705531	20.92675635	0	0
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_jensenii	7.441764981	0	21.24993983	0	0	0	0.737397903	15.06352205	0	0	0.747384156	0	0	13.42083823	0.747384156	0	0	0	2.17799932	0	0	0.747384156	0	2.989536622	0	0	7.786065238	2.242152466	1.430615165	26.83155522	2.989536622	0	0.715307582	0	0	7.43183441
AMMASSIM-PWY|g__Lactobacillus.s__Lactobacillus_sp_7_1_47FAA	0	0	0	0	30.74447433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.241065411	0	0	0	0	0	0	0
AMMASSIM-PWY|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	2.227171492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMASSIM-PWY|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMASSIM-PWY|unclassified	0	5.564306419	2.891145919	0.466744248	0	5.646260164	0.649186679	0.900900901	0	0.619902785	0	1.452006797	0	2.615671661	0.052703195	22.06521958	0.640092013	14.42671783	0.748570384	79.47188694	0	0.678886626	0	0	33.94582824	0.957313769	1.842584903	0.297885016	0	0.157667547	0.74906367	0.258622324	1.366982492	0.836607489	0	0
ANAEROFRUCAT-PWY	19.18544006	290.8053738	66.30401288	90.95139014	110.304908	87.35555797	84.11058485	85.25077511	68.36211414	85.95682575	44.80732345	29.93162627	52.75072342	48.47407749	77.86086944	585.0570224	24.95732599	255.8542045	40.57300876	399.225622	0	113.9580281	78.80407598	30.45341628	565.4030264	58.64056518	51.415838	21.46635002	23.09557623	35.16783277	118.7893042	105.8871523	89.69910403	41.28704199	0	14.19383417
